question,answer,link
What planet is the largest in our solar system and is known as the 'gas giant'?,Jupiter,https://en.wikipedia.org/wiki/Jupiter
"In Super Mario games, who is Princess Peach's loyal attendant?",Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
Name the Christopher Nolan movie that explores the fragility of reality and the manipulation of dreams within dreams.,Inception,https://en.wikipedia.org/wiki/Inception
"Which prominent figure is known for his philosophy of Satyagraha, emphasizing the power of truth and nonviolent resistance?",Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
What element is considered the lightest?,Hydrogen,https://en.wikipedia.org/wiki/Hydrogen
Name the British Prime Minister who faced challenges and controversies related to the COVID-19 pandemic.,Boris Johnson,https://en.wikipedia.org/wiki/Boris_Johnson
What Ukrainian former professional boxer born in 1976 held multiple world heavyweight titles during his career?,Wladimir Klitschko,https://en.wikipedia.org/wiki/Wladimir_Klitschko
"In 2004, what city ranked third poorest in America?",Miami,"https://en.wikipedia.org/wiki/Miami"""
"Which nation is known for its lively street parties and festivals, such as the São João celebrations?",Brazil,https://en.wikipedia.org/wiki/Brazil
"In Super Mario 3D World, which character has a special ability that allows them to run faster?",Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
What artist is credited with popularizing the moonwalk dance move and the signature single white glove?,Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
"What scientist is famous for his work on the principle of the lever, which stated, 'Give me a place to stand, and I shall move the Earth'?",Archimedes,https://en.wikipedia.org/wiki/Archimedes
"Who is the artist, born in 1452, behind the iconic painting housed in the Louvre Museum?",Leonardo da Vinci,https://en.wikipedia.org/wiki/Leonardo_da_Vinci
Which city is so far the southernmost city to host the Olympic Games?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
Name the character whose species hails from the planet Kashyyyk and appears in six main Star Wars movies.,Chewbacca,https://en.wikipedia.org/wiki/Chewbacca
"Identify the American chess champion who, at the height of the Cold War, defeated the Soviet player Spassky.",Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
"Name the music video that, upon its release, quickly went viral and became the first YouTube video to reach one billion views.",Gangnam Style,https://en.wikipedia.org/wiki/Gangnam_Style
"Name the artist who achieved numerous chart-topping hits, including 'Hound Dog,' 'Blue Suede Shoes,' and 'Can't Help Falling in Love.'",Elvis Presley,https://en.wikipedia.org/wiki/Elvis_Presley
Which city had the united nations first zoo?,Philadelphia,https://en.wikipedia.org/wiki/Philadelphia
Which rock and roll band performed at the historic free concert in Hyde Park in 1969.,The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
"Name the Argentine player who spent part of his club career with Napoli in Italy, guiding the team to unprecedented success, including two Serie A titles and a UEFA Cup.",Diego Maradona,https://en.wikipedia.org/wiki/Diego_Maradona
What CEO gained attention for proposing the idea of a high-speed transportation system called the Hyperloop?,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
Identify the Emmy Award-winning actor who played the role of Hal in the sitcom 'Malcolm in the Middle'.,Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston
What is the most common reason people go to the doctor in first world countries?,Pain,https://en.wikipedia.org/wiki/Pain
"Identify the media franchise that includes movies, TV series, books, comics, and video games set in a galaxy far, far away.",Star Wars,https://en.wikipedia.org/wiki/Star_Wars
Which city has the largest Greek-speaking population outside of Europe?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
Identify the console that introduced the innovative Joy-Con controllers with motion-sensing and haptic feedback features.,Nintendo Switch,https://en.wikipedia.org/wiki/Nintendo_Switch
"Name the political figure who received numerous honors, including the Bharat Ratna, the Presidential Medal of Freedom, and the Lenin Peace Prize.",Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
What operating system is based on a modified version of the Linux kernel and is designed primarily for touchscreen devices?,Android,https://en.wikipedia.org/wiki/Android_(operating_system)
Name the artist whose work is categorized into periods such as the Blue Period and Rose Period.,Pablo Picasso,https://en.wikipedia.org/wiki/Pablo_Picasso
Which professional tennis player was born in 1981 and is often regarded as one of the greatest female players of all time?,Serena Williams,https://en.wikipedia.org/wiki/Serena_Williams
"What character's introduction in 'Breaking Bad' brought a mix of humor and intrigue, earning him a dedicated fan following and leading to a prequel series?",Saul Goodman,https://en.wikipedia.org/wiki/Saul_Goodman
In What U.S. state does the TV show Breaking Bad take place?,New Mexico,https://en.wikipedia.org/wiki/New_Mexico
"What Austrian city, located in the western part of the country, is the capital of the federal state of Tyrol?",Innsbruck,https://en.wikipedia.org/wiki/Innsbruck
"What movie is directed by Andy Muschietti and features a screenplay by Chase Palmer, Cary Fukunaga, and Gary Dauberman?",It,https://en.wikipedia.org/wiki/It_(2017_film)
Who was the master of cosmic horror known for his emphasis on the insignificance of humanity in the cosmos?,H. P. Lovecraft,https://en.wikipedia.org/wiki/H._P._Lovecraft
"Identify the character whose catchphrase 'Yeah, science!' became popular among fans of 'Breaking Bad'.",Jesse Pinkman,https://en.wikipedia.org/wiki/Jesse_Pinkman
Which town is Sicily's primary industrial and commercial center?,Palermo,https://en.wikipedia.org/wiki/Palermo
Who is the anthropomorphic frog character that became an internet meme and symbol?,Pepe the Frog,https://en.wikipedia.org/wiki/Pepe_the_Frog
"What is the term for a humorous image, video, or piece of text that is copied with slight variations and spread rapidly online?",Meme,https://en.wikipedia.org/wiki/Meme
Name the Wookiee warrior who played a key role in the Rebel Alliance's fight against the Galactic Empire.,Chewbacca,https://en.wikipedia.org/wiki/Chewbacca
Name the character who goes by the alias 'Ben Kenobi' while in hiding on Tatooine.,Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
In which city is the United Nations Headquarters situated?,New York City,https://en.wikipedia.org/wiki/New_York_City
"Name the language that is often used for automation, scripting, and building scalable web applications, with frameworks like Flask and Django being popular choices.",Python (programming language),https://en.wikipedia.org/wiki/Python_(programming_language)
"Identify the company responsible for the 'Uncharted' series, known for its globe-trotting adventures and treasure hunting.",Naughty Dog,https://en.wikipedia.org/wiki/Naughty_Dog
"Identify the programming language that has a mascot named 'Guido van Rossum' in honor of its creator, who is also known as the 'Benevolent Dictator For Life' (BDFL).",Python (programming language),https://en.wikipedia.org/wiki/Python_(programming_language)
Which Egyptian god is typically depicted with a sun disk on his head and a serpent around his body?,Ra,https://en.wikipedia.org/wiki/Ra
Which city is the capital of Victoria?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
Identify the TV series where the character Barney Stinson is known for his catchphrase 'Legendary!',How I Met Your Mother,https://en.wikipedia.org/wiki/How_I_Met_Your_Mother
Name the technology entrepreneur who played a key role in the founding and development of Tesla.,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
"What Marvel Comics superhero, known for his alter ego Tony Stark, is often referred to as the 'Armored Avenger'?",Iron Man,https://en.wikipedia.org/wiki/Iron_Man
"Identify the cultural phenomenon, often humorous, that spreads rapidly through social media and the internet.",Meme,https://en.wikipedia.org/wiki/Meme
Which group achieved international fame with the release of 'The Number of the Beast' album?,Iron Maiden,https://en.wikipedia.org/wiki/Iron_Maiden
Identify the creator of languages such as Elvish and Dwarvis.,Tolkien,https://en.wikipedia.org/wiki/J._R._R._Tolkien
"What video game series centers around Link, a hero chosen by the goddesses, as he battles the evil Ganon?",The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda
Which warriors were known for their loyalty to their lords and strict code of conduct?,Samurai,https://en.wikipedia.org/wiki/Samurai
What city has become the centre of business and real estate in Uruguay? ,Montevideo,https://en.wikipedia.org/wiki/Montevideo
"Name the country where the historic Stonehenge monument, a UNESCO World Heritage Site, is located.",England,https://en.wikipedia.org/wiki/England
"Identify the television series where Bryan Cranston portrays Hal, the bumbling yet endearing father of a unique and quirky family.",Malcolm in the Middle,https://en.wikipedia.org/wiki/Malcolm_in_the_Middle
Name the actor-turned-politician who had a successful career in Hollywood starting in 1937 before entering politics.,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"Who is known for the phrase 'Thank you, Mario! But our princess is in another castle!'?",Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
"Identify the creator of iconic video game franchises such as Super Mario, The Legend of Zelda, and Donkey Kong.",Shigeru Miyamoto,https://en.wikipedia.org/wiki/Shigeru_Miyamoto
"In what European country did the Solidarity movement, led by Lech Walesa, play a crucial role?",Poland,https://en.wikipedia.org/wiki/Poland
Which artist contributed to the soundtrack of the Disney movie 'Mulan' with the song 'Reflection'?,Christina Aguilera,https://en.wikipedia.org/wiki/Christina_Aguilera
Who is the ancient Egyptian god of the sun?,Ra,https://en.wikipedia.org/wiki/Ra
"What iconic arcade game, released in 1981, features a giant ape and the character Mario as the player-controlled protagonist?",Donkey Kong,https://en.wikipedia.org/wiki/Donkey_Kong
Name the leader of the Conservative Party who assumed office as Prime Minister in July 2019.,Boris Johnson,https://en.wikipedia.org/wiki/Boris_Johnson
Who is the first rapper to ever win an Academy Award for Best Original Song?,Eminem,https://en.wikipedia.org/wiki/Eminem
"What is the name of the ocean known for its vastness and dominance, occupying more than one-third of the Earth's surface?",Pacific Ocean,https://en.wikipedia.org/wiki/Pacific_Ocean
What is believed to be the oldest alcoholic drinking the world?,Beer,https://en.wikipedia.org/wiki/Beer
"Who is an American media personality, socialite, businesswoman, model, and singer, known for her appearances in reality TV shows like The Simple Life?",Paris Hilton,https://en.wikipedia.org/wiki/Paris_Hilton
Who is the voice actor of Anakin in Star Wars: The Clone Wars?,Matt Lanter,https://de.wikipedia.org/wiki/Matt_Lanter
Which rapper is famous for hits like 'Stronger' and 'Good Life'?,Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Which ancient Greek scholar made significant contributions to the understanding of spheres and cylinders?,Archimedes,https://en.wikipedia.org/wiki/Archimedes
"Which country is home to famous universities like Oxford and Cambridge, known for their academic excellence?",England,https://en.wikipedia.org/wiki/England
"What character, in the Marvel Cinematic Universe, is portrayed by actor Robert Downey Jr.?",Iron Man,https://en.wikipedia.org/wiki/Iron_Man
"What actor, born in Regina, Saskatchewan, earned a reputation as one of Hollywood's greatest comedic talents?",Leslie Nielsen,https://en.wikipedia.org/wiki/Leslie_Nielsen
